turma,aluno_numero,data,status,origem,serie
6°A,8,2026-06-02,F,fictício,6º ano
6°A,8,2026-06-05,P,fictício,6º ano
6°A,8,2026-06-06,P,fictício,6º ano
6°A,8,2026-06-07,P,fictício,6º ano
6°A,8,2026-06-08,P,fictício,6º ano
6°A,8,2026-06-09,P,fictício,6º ano
6°A,8,2026-06-12,P,fictício,6º ano
6°A,8,2026-06-13,F,fictício,6º ano
6°A,8,2026-06-14,P,fictício,6º ano
6°A,8,2026-06-15,P,fictício,6º ano
6°A,8,2026-06-16,P,fictício,6º ano
6°A,8,2026-06-19,P,fictício,6º ano
6°A,8,2026-06-20,P,fictício,6º ano
6°A,8,2026-06-21,F,fictício,6º ano
6°A,8,2026-06-22,F,fictício,6º ano
6°A,8,2026-06-23,P,fictício,6º ano
6°A,8,2026-06-26,P,fictício,6º ano
6°A,8,2026-06-27,P,fictício,6º ano
6°A,8,2026-06-28,P,fictício,6º ano
6°A,8,2026-07-01,P,fictício,6º ano
6°A,8,2026-07-02,P,fictício,6º ano
6°A,8,2026-07-05,P,fictício,6º ano
6°A,8,2026-07-06,P,fictício,6º ano
6°A,8,2026-07-07,F,fictício,6º ano
6°A,8,2026-07-08,P,fictício,6º ano
6°A,8,2026-07-09,P,fictício,6º ano
6°A,8,2026-07-12,P,fictício,6º ano
6°A,8,2026-07-13,F,fictício,6º ano
6°A,8,2026-07-14,P,fictício,6º ano
6°A,8,2026-07-15,P,fictício,6º ano
6°A,8,2026-07-16,P,fictício,6º ano
6°A,8,2026-07-19,P,fictício,6º ano
6°A,8,2026-07-20,P,fictício,6º ano
6°A,8,2026-07-21,P,fictício,6º ano
6°A,8,2026-07-22,P,fictício,6º ano
6°A,8,2026-07-23,P,fictício,6º ano
6°A,8,2026-07-26,P,fictício,6º ano
6°A,8,2026-07-27,P,fictício,6º ano
6°A,8,2026-07-28,P,fictício,6º ano
6°A,8,2026-08-01,P,fictício,6º ano
6°A,8,2026-08-02,P,fictício,6º ano
6°A,8,2026-08-05,P,fictício,6º ano
6°A,8,2026-08-06,P,fictício,6º ano
6°A,8,2026-08-07,P,fictício,6º ano
6°A,8,2026-08-08,F,fictício,6º ano
6°A,8,2026-08-09,P,fictício,6º ano
6°A,8,2026-08-12,P,fictício,6º ano
6°A,8,2026-08-13,P,fictício,6º ano
6°A,8,2026-08-14,P,fictício,6º ano
6°A,8,2026-08-15,P,fictício,6º ano
6°A,8,2026-08-16,P,fictício,6º ano
6°A,8,2026-08-19,P,fictício,6º ano
6°A,8,2026-08-20,P,fictício,6º ano
6°A,8,2026-08-21,F,fictício,6º ano
6°A,8,2026-08-22,P,fictício,6º ano
6°A,8,2026-08-23,P,fictício,6º ano
6°A,8,2026-08-26,P,fictício,6º ano
6°A,8,2026-08-27,P,fictício,6º ano
6°A,8,2026-08-28,P,fictício,6º ano
6°A,9,2026-05-01,P,fictício,6º ano
6°A,9,2026-05-02,F,fictício,6º ano
6°A,9,2026-05-05,P,fictício,6º ano
6°A,9,2026-05-06,P,fictício,6º ano
6°A,9,2026-05-07,P,fictício,6º ano
6°A,9,2026-05-08,P,fictício,6º ano
6°A,9,2026-05-09,P,fictício,6º ano
6°A,9,2026-05-12,P,fictício,6º ano
6°A,9,2026-05-13,P,fictício,6º ano
6°A,9,2026-05-14,P,fictício,6º ano
6°A,9,2026-05-15,P,fictício,6º ano
6°A,9,2026-05-16,P,fictício,6º ano
6°A,9,2026-05-19,P,fictício,6º ano
6°A,9,2026-05-20,P,fictício,6º ano
6°A,9,2026-05-21,P,fictício,6º ano
6°A,9,2026-05-22,P,fictício,6º ano
6°A,9,2026-05-23,P,fictício,6º ano
6°A,9,2026-05-26,P,fictício,6º ano
6°A,9,2026-05-27,P,fictício,6º ano
6°A,9,2026-05-28,P,fictício,6º ano
6°A,9,2026-06-01,P,fictício,6º ano
6°A,9,2026-06-02,P,fictício,6º ano
6°A,9,2026-06-05,P,fictício,6º ano
6°A,9,2026-06-06,F,fictício,6º ano
6°A,9,2026-06-07,P,fictício,6º ano
6°A,9,2026-06-08,P,fictício,6º ano
6°A,9,2026-06-09,P,fictício,6º ano
6°A,9,2026-06-12,F,fictício,6º ano
6°A,9,2026-06-13,P,fictício,6º ano
6°A,9,2026-06-14,P,fictício,6º ano
6°A,9,2026-06-15,P,fictício,6º ano
6°A,9,2026-06-16,P,fictício,6º ano
6°A,9,2026-06-19,P,fictício,6º ano
6°A,9,2026-06-20,P,fictício,6º ano
6°A,9,2026-06-21,F,fictício,6º ano
6°A,9,2026-06-22,P,fictício,6º ano
6°A,9,2026-06-23,P,fictício,6º ano
6°A,9,2026-06-26,P,fictício,6º ano
6°A,9,2026-06-27,P,fictício,6º ano
6°A,9,2026-06-28,P,fictício,6º ano
6°A,9,2026-07-01,P,fictício,6º ano
6°A,9,2026-07-02,P,fictício,6º ano
6°A,9,2026-07-05,P,fictício,6º ano
6°A,9,2026-07-06,P,fictício,6º ano
6°A,9,2026-07-07,P,fictício,6º ano
6°A,9,2026-07-08,P,fictício,6º ano
6°A,9,2026-07-09,P,fictício,6º ano
6°A,9,2026-07-12,P,fictício,6º ano
6°A,9,2026-07-13,P,fictício,6º ano
6°A,9,2026-07-14,P,fictício,6º ano
6°A,9,2026-07-15,P,fictício,6º ano
6°A,9,2026-07-16,P,fictício,6º ano
6°A,9,2026-07-19,P,fictício,6º ano
6°A,9,2026-07-20,P,fictício,6º ano
6°A,9,2026-07-21,P,fictício,6º ano
6°A,9,2026-07-22,P,fictício,6º ano
6°A,9,2026-07-23,P,fictício,6º ano
6°A,9,2026-07-26,P,fictício,6º ano
6°A,9,2026-07-27,P,fictício,6º ano
6°A,9,2026-07-28,P,fictício,6º ano
6°A,9,2026-08-01,P,fictício,6º ano
6°A,9,2026-08-02,P,fictício,6º ano
6°A,9,2026-08-05,P,fictício,6º ano
6°A,9,2026-08-06,P,fictício,6º ano
6°A,9,2026-08-07,P,fictício,6º ano
6°A,9,2026-08-08,P,fictício,6º ano
6°A,9,2026-08-09,P,fictício,6º ano
6°A,9,2026-08-12,P,fictício,6º ano
6°A,9,2026-08-13,P,fictício,6º ano
6°A,9,2026-08-14,P,fictício,6º ano
6°A,9,2026-08-15,P,fictício,6º ano
6°A,9,2026-08-16,P,fictício,6º ano
6°A,9,2026-08-19,P,fictício,6º ano
6°A,9,2026-08-20,P,fictício,6º ano
6°A,9,2026-08-21,P,fictício,6º ano
6°A,9,2026-08-22,P,fictício,6º ano
6°A,9,2026-08-23,P,fictício,6º ano
6°A,9,2026-08-26,P,fictício,6º ano
6°A,9,2026-08-27,P,fictício,6º ano
6°A,9,2026-08-28,P,fictício,6º ano
6°A,10,2026-05-01,P,fictício,6º ano
6°A,10,2026-05-02,P,fictício,6º ano
6°A,10,2026-05-05,P,fictício,6º ano
6°A,10,2026-05-06,P,fictício,6º ano
6°A,10,2026-05-07,P,fictício,6º ano
6°A,10,2026-05-08,F,fictício,6º ano
6°A,10,2026-05-09,P,fictício,6º ano
6°A,10,2026-05-12,P,fictício,6º ano
6°A,10,2026-05-13,P,fictício,6º ano
6°A,10,2026-05-14,P,fictício,6º ano
6°A,10,2026-05-15,P,fictício,6º ano
6°A,10,2026-05-16,F,fictício,6º ano
6°A,10,2026-05-19,P,fictício,6º ano
6°A,10,2026-05-20,P,fictício,6º ano
6°A,10,2026-05-21,P,fictício,6º ano
6°A,10,2026-05-22,F,fictício,6º ano
6°A,10,2026-05-23,P,fictício,6º ano
6°A,10,2026-05-26,P,fictício,6º ano
6°A,10,2026-05-27,P,fictício,6º ano
6°A,10,2026-05-28,P,fictício,6º ano
6°A,10,2026-06-01,P,fictício,6º ano
6°A,10,2026-06-02,P,fictício,6º ano
6°A,10,2026-06-05,P,fictício,6º ano
6°A,10,2026-06-06,P,fictício,6º ano
6°A,10,2026-06-07,P,fictício,6º ano
6°A,10,2026-06-08,P,fictício,6º ano
6°A,10,2026-06-09,P,fictício,6º ano
6°A,10,2026-06-12,P,fictício,6º ano
6°A,10,2026-06-13,P,fictício,6º ano
6°A,10,2026-06-14,P,fictício,6º ano
6°A,10,2026-06-15,F,fictício,6º ano
6°A,10,2026-06-16,P,fictício,6º ano
6°A,10,2026-06-19,P,fictício,6º ano
6°A,10,2026-06-20,P,fictício,6º ano
6°A,10,2026-06-21,P,fictício,6º ano
6°A,10,2026-06-22,P,fictício,6º ano
6°A,10,2026-06-23,P,fictício,6º ano
6°A,10,2026-06-26,P,fictício,6º ano
6°A,10,2026-06-27,P,fictício,6º ano
6°A,10,2026-06-28,P,fictício,6º ano
6°A,10,2026-07-01,P,fictício,6º ano
6°A,10,2026-07-02,P,fictício,6º ano
6°A,10,2026-07-05,P,fictício,6º ano
6°A,10,2026-07-06,P,fictício,6º ano
6°A,10,2026-07-07,P,fictício,6º ano
6°A,10,2026-07-08,F,fictício,6º ano
6°A,10,2026-07-09,P,fictício,6º ano
6°A,10,2026-07-12,P,fictício,6º ano
6°A,10,2026-07-13,P,fictício,6º ano
6°A,10,2026-07-14,P,fictício,6º ano
6°A,10,2026-07-15,P,fictício,6º ano
6°A,10,2026-07-16,P,fictício,6º ano
6°A,10,2026-07-19,P,fictício,6º ano
6°A,10,2026-07-20,P,fictício,6º ano
6°A,10,2026-07-21,P,fictício,6º ano
6°A,10,2026-07-22,P,fictício,6º ano
6°A,10,2026-07-23,P,fictício,6º ano
6°A,10,2026-07-26,P,fictício,6º ano
6°A,10,2026-07-27,P,fictício,6º ano
6°A,10,2026-07-28,P,fictício,6º ano
6°A,10,2026-08-01,P,fictício,6º ano
6°A,10,2026-08-02,P,fictício,6º ano
6°A,10,2026-08-05,P,fictício,6º ano
6°A,10,2026-08-06,P,fictício,6º ano
6°A,10,2026-08-07,P,fictício,6º ano
6°A,10,2026-08-08,P,fictício,6º ano
6°A,10,2026-08-09,P,fictício,6º ano
6°A,10,2026-08-12,P,fictício,6º ano
6°A,10,2026-08-13,F,fictício,6º ano
6°A,10,2026-08-14,P,fictício,6º ano
6°A,10,2026-08-15,P,fictício,6º ano
6°A,10,2026-08-16,P,fictício,6º ano
6°A,10,2026-08-19,F,fictício,6º ano
6°A,10,2026-08-20,P,fictício,6º ano
6°A,10,2026-08-21,P,fictício,6º ano
6°A,10,2026-08-22,F,fictício,6º ano
6°A,10,2026-08-23,P,fictício,6º ano
6°A,10,2026-08-26,P,fictício,6º ano
6°A,10,2026-08-27,P,fictício,6º ano
6°A,10,2026-08-28,P,fictício,6º ano
6°A,11,2026-05-01,P,fictício,6º ano
6°A,11,2026-05-02,P,fictício,6º ano
6°A,11,2026-05-05,F,fictício,6º ano
6°A,11,2026-05-06,P,fictício,6º ano
6°A,11,2026-05-07,P,fictício,6º ano
6°A,11,2026-05-08,P,fictício,6º ano
6°A,11,2026-05-09,P,fictício,6º ano
6°A,11,2026-05-12,F,fictício,6º ano
6°A,11,2026-05-13,P,fictício,6º ano
6°A,11,2026-05-14,P,fictício,6º ano
6°A,11,2026-05-15,P,fictício,6º ano
6°A,11,2026-05-16,P,fictício,6º ano
6°A,11,2026-05-19,P,fictício,6º ano
6°A,11,2026-05-20,P,fictício,6º ano
6°A,11,2026-05-21,F,fictício,6º ano
6°A,11,2026-05-22,P,fictício,6º ano
6°A,11,2026-05-23,F,fictício,6º ano
6°A,11,2026-05-26,P,fictício,6º ano
6°A,11,2026-05-27,P,fictício,6º ano
6°A,11,2026-05-28,P,fictício,6º ano
6°A,11,2026-06-01,P,fictício,6º ano
6°A,11,2026-06-02,P,fictício,6º ano
6°A,11,2026-06-05,P,fictício,6º ano
6°A,11,2026-06-06,P,fictício,6º ano
6°A,11,2026-06-07,P,fictício,6º ano
6°A,11,2026-06-08,P,fictício,6º ano
6°A,11,2026-06-09,P,fictício,6º ano
6°A,11,2026-06-12,P,fictício,6º ano
6°A,11,2026-06-13,P,fictício,6º ano
6°A,11,2026-06-14,F,fictício,6º ano
6°A,11,2026-06-15,P,fictício,6º ano
6°A,11,2026-06-16,P,fictício,6º ano
6°A,11,2026-06-19,P,fictício,6º ano
6°A,11,2026-06-20,F,fictício,6º ano
6°A,11,2026-06-21,P,fictício,6º ano
6°A,11,2026-06-22,P,fictício,6º ano
6°A,11,2026-06-23,P,fictício,6º ano
6°A,11,2026-06-26,P,fictício,6º ano
6°A,11,2026-06-27,P,fictício,6º ano
6°A,11,2026-06-28,P,fictício,6º ano
6°A,11,2026-07-01,P,fictício,6º ano
6°A,11,2026-07-02,F,fictício,6º ano
6°A,11,2026-07-05,P,fictício,6º ano
6°A,11,2026-07-06,P,fictício,6º ano
6°A,11,2026-07-07,P,fictício,6º ano
6°A,11,2026-07-08,F,fictício,6º ano
6°A,11,2026-07-09,P,fictício,6º ano
6°A,11,2026-07-12,P,fictício,6º ano
6°A,11,2026-07-13,P,fictício,6º ano
6°A,11,2026-07-14,P,fictício,6º ano
6°A,11,2026-07-15,P,fictício,6º ano
6°A,11,2026-07-16,P,fictício,6º ano
6°A,11,2026-07-19,F,fictício,6º ano
6°A,11,2026-07-20,P,fictício,6º ano
6°A,11,2026-07-21,P,fictício,6º ano
6°A,11,2026-07-22,P,fictício,6º ano
6°A,11,2026-07-23,P,fictício,6º ano
6°A,11,2026-07-26,P,fictício,6º ano
6°A,11,2026-07-27,P,fictício,6º ano
6°A,11,2026-07-28,P,fictício,6º ano
6°A,11,2026-08-01,P,fictício,6º ano
6°A,11,2026-08-02,P,fictício,6º ano
6°A,11,2026-08-05,P,fictício,6º ano
6°A,11,2026-08-06,P,fictício,6º ano
6°A,11,2026-08-07,P,fictício,6º ano
6°A,11,2026-08-08,P,fictício,6º ano
6°A,11,2026-08-09,P,fictício,6º ano
6°A,11,2026-08-12,P,fictício,6º ano
6°A,11,2026-08-13,P,fictício,6º ano
6°A,11,2026-08-14,P,fictício,6º ano
6°A,11,2026-08-15,P,fictício,6º ano
6°A,11,2026-08-16,P,fictício,6º ano
6°A,11,2026-08-19,P,fictício,6º ano
6°A,11,2026-08-20,P,fictício,6º ano
6°A,11,2026-08-21,P,fictício,6º ano
6°A,11,2026-08-22,P,fictício,6º ano
6°A,11,2026-08-23,P,fictício,6º ano
6°A,11,2026-08-26,P,fictício,6º ano
6°A,11,2026-08-27,F,fictício,6º ano
6°A,11,2026-08-28,P,fictício,6º ano
6°A,12,2026-05-01,P,fictício,6º ano
6°A,12,2026-05-02,P,fictício,6º ano
6°A,12,2026-05-05,P,fictício,6º ano
6°A,12,2026-05-06,P,fictício,6º ano
6°A,12,2026-05-07,P,fictício,6º ano
6°A,12,2026-05-08,P,fictício,6º ano
6°A,12,2026-05-09,P,fictício,6º ano
6°A,12,2026-05-12,P,fictício,6º ano
6°A,12,2026-05-13,P,fictício,6º ano
6°A,12,2026-05-14,P,fictício,6º ano
6°A,12,2026-05-15,P,fictício,6º ano
6°A,12,2026-05-16,P,fictício,6º ano
6°A,12,2026-05-19,P,fictício,6º ano
6°A,12,2026-05-20,P,fictício,6º ano
6°A,12,2026-05-21,P,fictício,6º ano
6°A,12,2026-05-22,P,fictício,6º ano
6°A,12,2026-05-23,P,fictício,6º ano
6°A,12,2026-05-26,P,fictício,6º ano
6°A,12,2026-05-27,P,fictício,6º ano
6°A,12,2026-05-28,P,fictício,6º ano
6°A,12,2026-06-01,P,fictício,6º ano
6°A,12,2026-06-02,P,fictício,6º ano
6°A,12,2026-06-05,F,fictício,6º ano
6°A,12,2026-06-06,P,fictício,6º ano
6°A,12,2026-06-07,P,fictício,6º ano
6°A,12,2026-06-08,P,fictício,6º ano
6°A,12,2026-06-09,P,fictício,6º ano
6°A,12,2026-06-12,P,fictício,6º ano
6°A,12,2026-06-13,P,fictício,6º ano
6°A,12,2026-06-14,P,fictício,6º ano
6°A,12,2026-06-15,P,fictício,6º ano
6°A,12,2026-06-16,P,fictício,6º ano
6°A,12,2026-06-19,P,fictício,6º ano
6°A,12,2026-06-20,P,fictício,6º ano
6°A,12,2026-06-21,P,fictício,6º ano
6°A,12,2026-06-22,P,fictício,6º ano
6°A,12,2026-06-23,P,fictício,6º ano
6°A,12,2026-06-26,P,fictício,6º ano
6°A,12,2026-06-27,P,fictício,6º ano
6°A,12,2026-06-28,P,fictício,6º ano
6°A,12,2026-07-01,F,fictício,6º ano
6°A,12,2026-07-02,P,fictício,6º ano
6°A,12,2026-07-05,P,fictício,6º ano
6°A,12,2026-07-06,P,fictício,6º ano
6°A,12,2026-07-07,P,fictício,6º ano
6°A,12,2026-07-08,P,fictício,6º ano
6°A,12,2026-07-09,P,fictício,6º ano
6°A,12,2026-07-12,P,fictício,6º ano
6°A,12,2026-07-13,P,fictício,6º ano
6°A,12,2026-07-14,P,fictício,6º ano
6°A,12,2026-07-15,P,fictício,6º ano
6°A,12,2026-07-16,P,fictício,6º ano
6°A,12,2026-07-19,P,fictício,6º ano
6°A,12,2026-07-20,P,fictício,6º ano
6°A,12,2026-07-21,P,fictício,6º ano
6°A,12,2026-07-22,P,fictício,6º ano
6°A,12,2026-07-23,P,fictício,6º ano
6°A,12,2026-07-26,P,fictício,6º ano
6°A,12,2026-07-27,P,fictício,6º ano
6°A,12,2026-07-28,P,fictício,6º ano
6°A,12,2026-08-01,P,fictício,6º ano
6°A,12,2026-08-02,P,fictício,6º ano
6°A,12,2026-08-05,P,fictício,6º ano
6°A,12,2026-08-06,P,fictício,6º ano
6°A,12,2026-08-07,P,fictício,6º ano
6°A,12,2026-08-08,P,fictício,6º ano
6°A,12,2026-08-09,P,fictício,6º ano
6°A,12,2026-08-12,P,fictício,6º ano
6°A,12,2026-08-13,P,fictício,6º ano
6°A,12,2026-08-14,P,fictício,6º ano
6°A,12,2026-08-15,P,fictício,6º ano
6°A,12,2026-08-16,P,fictício,6º ano
6°A,12,2026-08-19,P,fictício,6º ano
6°A,12,2026-08-20,P,fictício,6º ano
6°A,12,2026-08-21,P,fictício,6º ano
6°A,12,2026-08-22,P,fictício,6º ano
6°A,12,2026-08-23,P,fictício,6º ano
6°A,12,2026-08-26,P,fictício,6º ano
6°A,12,2026-08-27,P,fictício,6º ano
6°A,12,2026-08-28,P,fictício,6º ano
6°A,13,2026-05-01,P,fictício,6º ano
6°A,13,2026-05-02,P,fictício,6º ano
6°A,13,2026-05-05,F,fictício,6º ano
6°A,13,2026-05-06,P,fictício,6º ano
6°A,13,2026-05-07,P,fictício,6º ano
6°A,13,2026-05-08,P,fictício,6º ano
6°A,13,2026-05-09,P,fictício,6º ano
6°A,13,2026-05-12,P,fictício,6º ano
6°A,13,2026-05-13,P,fictício,6º ano
6°A,13,2026-05-14,P,fictício,6º ano
6°A,13,2026-05-15,P,fictício,6º ano
6°A,13,2026-05-16,P,fictício,6º ano
6°A,13,2026-05-19,P,fictício,6º ano
6°A,13,2026-05-20,P,fictício,6º ano
6°A,13,2026-05-21,P,fictício,6º ano
6°A,13,2026-05-22,P,fictício,6º ano
6°A,13,2026-05-23,P,fictício,6º ano
6°A,13,2026-05-26,P,fictício,6º ano
6°A,13,2026-05-27,P,fictício,6º ano
6°A,13,2026-05-28,P,fictício,6º ano
6°A,13,2026-06-01,P,fictício,6º ano
6°A,13,2026-06-02,P,fictício,6º ano
6°A,13,2026-06-05,P,fictício,6º ano
6°A,13,2026-06-06,P,fictício,6º ano
6°A,13,2026-06-07,P,fictício,6º ano
6°A,13,2026-06-08,P,fictício,6º ano
6°A,13,2026-06-09,P,fictício,6º ano
6°A,13,2026-06-12,P,fictício,6º ano
6°A,13,2026-06-13,P,fictício,6º ano
6°A,13,2026-06-14,P,fictício,6º ano
6°A,13,2026-06-15,P,fictício,6º ano
6°A,13,2026-06-16,P,fictício,6º ano
6°A,13,2026-06-19,P,fictício,6º ano
6°A,13,2026-06-20,P,fictício,6º ano
6°A,13,2026-06-21,P,fictício,6º ano
6°A,13,2026-06-22,P,fictício,6º ano
6°A,13,2026-06-23,P,fictício,6º ano
6°A,13,2026-06-26,P,fictício,6º ano
6°A,13,2026-06-27,P,fictício,6º ano
6°A,13,2026-06-28,P,fictício,6º ano
6°A,13,2026-07-01,P,fictício,6º ano
6°A,13,2026-07-02,P,fictício,6º ano
6°A,13,2026-07-05,P,fictício,6º ano
6°A,13,2026-07-06,P,fictício,6º ano
6°A,13,2026-07-07,P,fictício,6º ano
6°A,13,2026-07-08,P,fictício,6º ano
6°A,13,2026-07-09,P,fictício,6º ano
6°A,13,2026-07-12,P,fictício,6º ano
6°A,13,2026-07-13,P,fictício,6º ano
6°A,13,2026-07-14,P,fictício,6º ano
6°A,13,2026-07-15,P,fictício,6º ano
6°A,13,2026-07-16,P,fictício,6º ano
6°A,13,2026-07-19,P,fictício,6º ano
6°A,13,2026-07-20,P,fictício,6º ano
6°A,13,2026-07-21,P,fictício,6º ano
6°A,13,2026-07-22,P,fictício,6º ano
6°A,13,2026-07-23,P,fictício,6º ano
6°A,13,2026-07-26,P,fictício,6º ano
6°A,13,2026-07-27,P,fictício,6º ano
6°A,13,2026-07-28,P,fictício,6º ano
6°A,13,2026-08-01,F,fictício,6º ano
6°A,13,2026-08-02,P,fictício,6º ano
6°A,13,2026-08-05,P,fictício,6º ano
6°A,13,2026-08-06,P,fictício,6º ano
6°A,13,2026-08-07,P,fictício,6º ano
6°A,13,2026-08-08,P,fictício,6º ano
6°A,13,2026-08-09,P,fictício,6º ano
6°A,13,2026-08-12,P,fictício,6º ano
6°A,13,2026-08-13,P,fictício,6º ano
6°A,13,2026-08-14,P,fictício,6º ano
6°A,13,2026-08-15,P,fictício,6º ano
6°A,13,2026-08-16,P,fictício,6º ano
6°A,13,2026-08-19,F,fictício,6º ano
6°A,13,2026-08-20,P,fictício,6º ano
6°A,13,2026-08-21,P,fictício,6º ano
6°A,13,2026-08-22,P,fictício,6º ano
6°A,13,2026-08-23,P,fictício,6º ano
6°A,13,2026-08-26,P,fictício,6º ano
6°A,13,2026-08-27,P,fictício,6º ano
6°A,13,2026-08-28,P,fictício,6º ano
6°A,14,2026-05-01,F,fictício,6º ano
6°A,14,2026-05-02,P,fictício,6º ano
6°A,14,2026-05-05,P,fictício,6º ano
6°A,14,2026-05-06,P,fictício,6º ano
6°A,14,2026-05-07,P,fictício,6º ano
6°A,14,2026-05-08,P,fictício,6º ano
6°A,14,2026-05-09,P,fictício,6º ano
6°A,14,2026-05-12,P,fictício,6º ano
6°A,14,2026-05-13,P,fictício,6º ano
6°A,14,2026-05-14,P,fictício,6º ano
6°A,14,2026-05-15,P,fictício,6º ano
6°A,14,2026-05-16,P,fictício,6º ano
6°A,14,2026-05-19,P,fictício,6º ano
6°A,14,2026-05-20,P,fictício,6º ano
6°A,14,2026-05-21,P,fictício,6º ano
6°A,14,2026-05-22,P,fictício,6º ano
6°A,14,2026-05-23,P,fictício,6º ano
6°A,14,2026-05-26,P,fictício,6º ano
6°A,14,2026-05-27,P,fictício,6º ano
6°A,14,2026-05-28,P,fictício,6º ano
6°A,14,2026-06-01,F,fictício,6º ano
6°A,14,2026-06-02,P,fictício,6º ano
6°A,14,2026-06-05,F,fictício,6º ano
6°A,14,2026-06-06,P,fictício,6º ano
6°A,14,2026-06-07,P,fictício,6º ano
6°A,14,2026-06-08,P,fictício,6º ano
6°A,14,2026-06-09,P,fictício,6º ano
6°A,14,2026-06-12,P,fictício,6º ano
6°A,14,2026-06-13,P,fictício,6º ano
6°A,14,2026-06-14,P,fictício,6º ano
6°A,14,2026-06-15,P,fictício,6º ano
6°A,14,2026-06-16,P,fictício,6º ano
6°A,14,2026-06-19,P,fictício,6º ano
6°A,14,2026-06-20,P,fictício,6º ano
6°A,14,2026-06-21,F,fictício,6º ano
6°A,14,2026-06-22,P,fictício,6º ano
6°A,14,2026-06-23,P,fictício,6º ano
6°A,14,2026-06-26,P,fictício,6º ano
6°A,14,2026-06-27,P,fictício,6º ano
6°A,14,2026-06-28,F,fictício,6º ano
6°A,14,2026-07-01,F,fictício,6º ano
6°A,14,2026-07-02,P,fictício,6º ano
6°A,14,2026-07-05,P,fictício,6º ano
6°A,14,2026-07-06,P,fictício,6º ano
6°A,14,2026-07-07,P,fictício,6º ano
6°A,14,2026-07-08,P,fictício,6º ano
6°A,14,2026-07-09,F,fictício,6º ano
6°A,14,2026-07-12,P,fictício,6º ano
6°A,14,2026-07-13,P,fictício,6º ano
6°A,14,2026-07-14,P,fictício,6º ano
6°A,14,2026-07-15,P,fictício,6º ano
6°A,14,2026-07-16,P,fictício,6º ano
6°A,14,2026-07-19,P,fictício,6º ano
6°A,14,2026-07-20,P,fictício,6º ano
6°A,14,2026-07-21,P,fictício,6º ano
6°A,14,2026-07-22,P,fictício,6º ano
6°A,14,2026-07-23,P,fictício,6º ano
6°A,14,2026-07-26,P,fictício,6º ano
6°A,14,2026-07-27,P,fictício,6º ano
6°A,14,2026-07-28,P,fictício,6º ano
6°A,14,2026-08-01,P,fictício,6º ano
6°A,14,2026-08-02,P,fictício,6º ano
6°A,14,2026-08-05,P,fictício,6º ano
6°A,14,2026-08-06,P,fictício,6º ano
6°A,14,2026-08-07,F,fictício,6º ano
6°A,14,2026-08-08,P,fictício,6º ano
6°A,14,2026-08-09,F,fictício,6º ano
6°A,14,2026-08-12,P,fictício,6º ano
6°A,14,2026-08-13,P,fictício,6º ano
6°A,14,2026-08-14,P,fictício,6º ano
6°A,14,2026-08-15,P,fictício,6º ano
6°A,14,2026-08-16,P,fictício,6º ano
6°A,14,2026-08-19,F,fictício,6º ano
6°A,14,2026-08-20,P,fictício,6º ano
6°A,14,2026-08-21,P,fictício,6º ano
6°A,14,2026-08-22,P,fictício,6º ano
6°A,14,2026-08-23,P,fictício,6º ano
6°A,14,2026-08-26,P,fictício,6º ano
6°A,14,2026-08-27,P,fictício,6º ano
6°A,14,2026-08-28,P,fictício,6º ano
6°A,15,2026-05-01,P,fictício,6º ano
6°A,15,2026-05-02,P,fictício,6º ano
6°A,15,2026-05-05,F,fictício,6º ano
6°A,15,2026-05-06,P,fictício,6º ano
6°A,15,2026-05-07,P,fictício,6º ano
6°A,15,2026-05-08,P,fictício,6º ano
6°A,15,2026-05-09,P,fictício,6º ano
6°A,15,2026-05-12,P,fictício,6º ano
6°A,15,2026-05-13,P,fictício,6º ano
6°A,15,2026-05-14,P,fictício,6º ano
6°A,15,2026-05-15,F,fictício,6º ano
6°A,15,2026-05-16,P,fictício,6º ano
6°A,15,2026-05-19,P,fictício,6º ano
6°A,15,2026-05-20,P,fictício,6º ano
6°A,15,2026-05-21,P,fictício,6º ano
6°A,15,2026-05-22,P,fictício,6º ano
6°A,15,2026-05-23,P,fictício,6º ano
6°A,15,2026-05-26,P,fictício,6º ano
6°A,15,2026-05-27,P,fictício,6º ano
6°A,15,2026-05-28,P,fictício,6º ano
6°A,15,2026-06-01,P,fictício,6º ano
6°A,15,2026-06-02,P,fictício,6º ano
6°A,15,2026-06-05,P,fictício,6º ano
6°A,15,2026-06-06,P,fictício,6º ano
6°A,15,2026-06-07,P,fictício,6º ano
6°A,15,2026-06-08,P,fictício,6º ano
6°A,15,2026-06-09,P,fictício,6º ano
6°A,15,2026-06-12,P,fictício,6º ano
6°A,15,2026-06-13,P,fictício,6º ano
6°A,15,2026-06-14,P,fictício,6º ano
6°A,15,2026-06-15,P,fictício,6º ano
6°A,15,2026-06-16,P,fictício,6º ano
6°A,15,2026-06-19,P,fictício,6º ano
6°A,15,2026-06-20,P,fictício,6º ano
6°A,15,2026-06-21,P,fictício,6º ano
6°A,15,2026-06-22,P,fictício,6º ano
6°A,15,2026-06-23,P,fictício,6º ano
6°A,15,2026-06-26,P,fictício,6º ano
6°A,15,2026-06-27,P,fictício,6º ano
6°A,15,2026-06-28,P,fictício,6º ano
6°A,15,2026-07-01,F,fictício,6º ano
6°A,15,2026-07-02,P,fictício,6º ano
6°A,15,2026-07-05,P,fictício,6º ano
